,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
[run number],r,step-size,rw-type,[step],mean [distance-to-zero] of turtles,step-size * sqrt ticks,mean [xcor] of turtles,mean [ycor] of turtles,100 * count patches with [pcolor = yellow] / count patches,time-all-covered,time-border-reached,map [ t -> [ current-angle ] of t ] sort turtles,map [ t -> [ angle ] of t ] sort turtles
65,2.1,1,deterministic,10000,0.4601205624796431,100,-0.00914651934728818,0.12519012763527138,0.42999193765116905,0,0,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
63,2.1,0.6,deterministic,10000,0.4417294602615132,60,0.05501771356080258,0.003650642136390417,0.26874496103198064,0,0,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
64,2.1,0.8,deterministic,10000,0.41913778380992844,80,-5.982572104315476E-4,0.053208216091897534,0.34936844934157485,0,0,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
66,2.1,1.2,deterministic,10000,0.633358751872376,120,-0.061259176578095105,0.0536373661576638,0.5912389142703575,0,0,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
67,2.1,1.4,deterministic,10000,0.6748507402047784,140,0.09618941145177043,0.0453253643862729,0.6181134103735555,0,0,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
68,2.1,1.6,deterministic,10000,1.2012694612868706,160,0.2217612605553273,-0.4550609451723578,99.35501209352324,0,20,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
69,2.1,1.8,deterministic,10000,1.1247265663025745,180,0.3086884003246621,-0.3284018163876339,1.2631013168503091,0,0,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
71,2.4,0.2,deterministic,10000,0.18261728366572275,20,-0.021407810365094208,0.00723403045524516,0.026874496103198066,0,0,[0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333],[0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333]
70,2.1,2,deterministic,10000,1.0752434300700437,200,0.029510099855984347,0.025209306757089385,1.6124697661918839,0,0,[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238],[0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238 0.5238095238095238]
72,2.4,0.4,deterministic,10000,0.3467316149843587,40,0.026493749805270386,-0.055883693056373494,0.13437248051599032,0,0,[0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333],[0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333]
73,2.4,0.6,deterministic,10000,0.523710117354004,60,-0.033681244086446106,0.129543709690838,0.24187046492878259,0,0,[0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334],[0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334]
74,2.4,0.8,deterministic,10000,0.7028198449131213,80,0.17406293343908924,0.05696165997074912,0.42999193765116905,0,0,[0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334],[0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334]
75,2.4,1,deterministic,10000,0.8779207287743134,100,-0.0735590955673534,0.011019048764027728,0.40311744154797097,0,0,[0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333],[0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333]
77,2.4,1.4,deterministic,9137,0.8115167883687009,133.8227185495796,0.030694156332379485,0.06739427302585359,100,9137,27,[0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333],[0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333334 0.5833333333333334 0.5833333333333333 0.5833333333333333 0.5833333333333333]
