,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
[run number],r,step-size,rw-type,[step],mean [distance-to-zero] of turtles,step-size * sqrt ticks,mean [xcor] of turtles,mean [ycor] of turtles,100 * count patches with [pcolor = yellow] / count patches,time-all-covered,time-border-reached,map [ t -> [ current-angle ] of t ] sort turtles,map [ t -> [ angle ] of t ] sort turtles
12,0.6,0.4,deterministic,1265,21.021023659036604,14.226735395022992,4.216411966707572,2.3431444451032863,100,1265,73,[3.479904038900376E-282 3.0891524520117863E-282 2.281363193119531E-282 3.712894909970058E-282 3.799990508718339E-282 1.2590650498059126E-283 3.555567697837715E-282 3.9670558081418805E-282 3.083531096768823E-283 3.999474768336336E-282 3.941769364601369E-282 3.651366401231914E-282 1.735367591724641E-282 1.8756394026149309E-283 1.6123148753568184E-282 3.838510955959707E-282 1.3958608544975163E-282 2.6450543580812602E-282 4.054614810897764E-282 3.724534305041935E-282 2.040243942758936E-282 4.058376418421449E-282 3.9670558081418805E-282 1.4841947649124558E-282 3.789845202721331E-282 3.464019684274091E-282 1.3958608544975163E-282 3.735955548006349E-282 2.616969256413569E-282 2.8056724599470855E-282 2.9055485835554725E-282 3.7794910036519245E-282 3.4314808870286557E-282 4.054614810897764E-282 3.6251672228634834E-282 3.290693897757123E-282 1.3507930757400844E-282 9.165719099032517E-283 1.4403252928437843E-282 3.989394874347866E-282 2.440146958050073E-282 3.0673323314992237E-282 3.6251672228634834E-282 2.616969256413569E-282 1.3051134280357007E-282 3.989394874347866E-282 3.045196282949348E-282 1.0176883967549263E-282 3.479904038900376E-282 1.6538852458780473E-282],[5.799840064833961E-282 5.148587420019644E-282 3.802271988532552E-282 6.1881581832834304E-282 6.333317514530565E-282 2.0984417496765213E-283 5.925946163062859E-282 6.6117596802364674E-282 5.1392184946147055E-283 6.66579128056056E-282 6.569615607668949E-282 6.085610668719857E-282 2.8922793195410682E-282 3.126065671024885E-283 2.687191458928031E-282 6.3975182599328454E-282 2.3264347574958606E-282 4.408423930135434E-282 6.7576913514962736E-282 6.207557175069892E-282 3.400406571264893E-282 6.7639606973690824E-282 6.6117596802364674E-282 2.47365794152076E-282 6.316408671202219E-282 5.773366140456819E-282 2.3264347574958606E-282 6.226592580010582E-282 4.3616154273559484E-282 4.676120766578476E-282 4.8425809725924545E-282 6.299151672753207E-282 5.719134811714426E-282 6.7576913514962736E-282 6.041945371439139E-282 5.484489829595205E-282 2.2513217929001407E-282 1.5276198498387529E-282 2.4005421547396406E-282 6.648991457246443E-282 4.066911596750122E-282 5.112220552498706E-282 6.041945371439139E-282 4.3616154273559484E-282 2.1751890467261677E-282 6.648991457246443E-282 5.075327138248913E-282 1.6961473279248772E-282 5.799840064833961E-282 2.7564754097967456E-282]
13,0.6,0.6,deterministic,909,23.103881915396983,18.0897761180176,2.6408202511747714,3.996222371637154,100,909,49,[3.29408813418751E-203 1.3696684456113627E-203 2.3619083028167165E-204 3.1113515019475076E-203 3.798568909733044E-203 3.831472205338477E-203 1.6502370983355457E-203 3.530754493671582E-203 2.8308246053670687E-203 2.9782213931113496E-203 1.7256665027989797E-203 3.0747097607261727E-203 3.7780188573407464E-203 3.82425901026258E-203 3.699413103348117E-203 3.3386823343183996E-203 3.86740447649954E-203 3.247303554740487E-203 2.406237849519042E-203 3.650208297134823E-203 3.6135775156304763E-203 3.863429700975063E-203 6.028001931351719E-205 3.864484663293917E-203 1.8705748243419943E-203 2.8744567655372463E-203 1.7990948315362192E-203 2.567623779465345E-203 3.699413103348117E-203 3.5737895845896525E-203 3.8121776106309096E-203 1.7256665027989797E-203 2.8744567655372463E-203 3.129265047498295E-203 2.85279589404228E-203 3.72849571056878E-203 2.007891638960769E-203 3.658882508807492E-203 2.406237849519042E-203 3.8410402528926637E-203 1.2845283364694583E-203 3.834827995442906E-203 3.4473303911904694E-203 3.863429700975063E-203 3.552683865051021E-203 2.716189228477733E-203 3.760777755127033E-203 3.530754493671582E-203 3.798568909733039E-203 3.0176685026787463E-203],[5.490146890312517E-203 2.2827807426856044E-203 3.936513838027861E-204 5.185585836579179E-203 6.330948182888407E-203 6.385787008897462E-203 2.7503951638925763E-203 5.88459082278597E-203 4.7180410089451143E-203 4.963702321852249E-203 2.8761108379983E-203 5.124516267876955E-203 6.29669809556791E-203 6.373765017104301E-203 6.165688505580195E-203 5.564470557197333E-203 6.445674127499234E-203 5.412172591234145E-203 4.01039641586507E-203 6.083680495224705E-203 6.022629192717461E-203 6.439049501625106E-203 1.0046669885586199E-204 6.440807772156528E-203 3.1176247072366575E-203 4.7907612758954104E-203 2.998491385893699E-203 4.2793729657755754E-203 6.165688505580195E-203 5.956315974316088E-203 6.353629351051516E-203 2.8761108379983E-203 4.7907612758954104E-203 5.215441745830492E-203 4.7546598234038E-203 6.214159517614633E-203 3.346486064934615E-203 6.098137514679153E-203 4.01039641586507E-203 6.401733754821106E-203 2.1408805607824307E-203 6.391379992404844E-203 5.745550651984116E-203 6.439049501625106E-203 5.921139775085034E-203 4.526982047462889E-203 6.267962925211722E-203 5.88459082278597E-203 6.330948182888398E-203 5.029447504464577E-203]
14,0.6,0.8,deterministic,830,24.90502096937628,23.047776465420696,1.1841412575663708,-0.7866593234527154,100,830,36,[1.090370536401188E-185 2.926662389203766E-186 5.9185013603024714E-186 1.0956899227250394E-185 1.1210534483077767E-185 1.206811386123503E-185 4.1672959232190235E-186 7.791517773012436E-186 1.2314178665960486E-185 1.2226796505928687E-185 1.264772181788886E-185 1.1855469026126358E-185 1.1892634227701802E-185 3.5637660493304302E-186 1.3597922151661698E-186 3.4077133943036654E-186 5.98901541279088E-187 3.4077133943036654E-186 1.2165301919791916E-185 7.071907207332496E-186 1.2256567677859238E-185 9.199508169923126E-186 7.791517773012436E-186 1.1161426844231183E-185 1.2721388868817705E-185 1.2196376011129497E-185 7.178928063746603E-186 3.5637660493304302E-186 5.280942709319167E-186 1.2924456168717233E-185 1.019743046851927E-185 1.2976058887622835E-185 1.2342026550416553E-185 2.024065686658799E-187 1.1161426844231183E-185 1.125884702090967E-185 1.15324121837846E-185 1.1739740488077749E-185 1.2703849151969186E-185 9.932501321303972E-186 1.1575349900095378E-185 1.144428566519815E-185 1.3597922151661698E-186 7.592830034163915E-186 1.2876478554933043E-185 1.247184282835828E-185 1.0386151024430324E-185 1.2685726414454786E-185 6.853483353638713E-186 1.2876478554933043E-185],[1.8172842273353134E-185 4.877770648672943E-186 9.864168933837453E-186 1.826149871208399E-185 1.8684224138462945E-185 2.011352310205838E-185 6.945493205365039E-186 1.2985862955020727E-185 2.0523631109934144E-185 2.0377994176547812E-185 2.10795363631481E-185 1.975911504354393E-185 1.9821057046169672E-185 5.939610082217384E-186 2.266320358610283E-186 5.679522323839443E-186 9.981692354651466E-187 5.679522323839443E-186 2.0275503199653193E-185 1.1786512012220828E-185 2.0427612796432065E-185 1.5332513616538543E-185 1.2985862955020727E-185 1.860237807371864E-185 2.120231478136284E-185 2.0327293351882495E-185 1.1964880106244338E-185 5.939610082217384E-186 8.801571182198611E-186 2.154076028119539E-185 1.6995717447532117E-185 2.1626764812704724E-185 2.0570044250694255E-185 3.373442811097998E-187 1.860237807371864E-185 1.876474503484945E-185 1.9220686972974334E-185 1.956623414679625E-185 2.1173081919948645E-185 1.6554168868839955E-185 1.9292249833492298E-185 1.9073809441996917E-185 2.266320358610283E-186 1.2654716723606526E-185 2.1460797591555072E-185 2.078640471393047E-185 1.7310251707383873E-185 2.1142877357424645E-185 1.1422472256064522E-185 2.1460797591555072E-185]
11,0.6,0.2,deterministic,2562,23.53241418185733,10.123240587875012,-1.1350161672625456,5.081764704075343,100,2562,148,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
15,0.6,1,deterministic,652,23.439176172014026,25.534290669607408,5.720370455607727,-1.2566359329084813,100,652,29,[8.001991637492116E-147 3.9829467227218766E-146 3.2216453442777686E-146 3.996095334783331E-146 3.7416746941420207E-146 3.6559156910445303E-146 1.900126455662833E-146 3.6442384801871464E-146 3.9672935006964115E-146 2.04423753297834E-146 3.03621028708077E-147 5.318922132220616E-147 4.004415581915047E-146 3.4418912861520963E-146 4.004499529659366E-146 3.830553054999285E-146 3.020260113008871E-146 3.9740705073739275E-146 3.917533869726787E-146 3.7110873530136414E-146 3.6202280453494373E-146 3.860666607291029E-146 3.9281724025468373E-146 1.4614178588893486E-146 1.2850847588861939E-146 3.990285331382691E-146 2.9080989571444514E-146 3.5151785501628778E-146 3.3788203336217295E-146 3.183704695354609E-146 3.486588425269065E-146 3.933223820998613E-146 3.471933113409908E-146 1.098971975739362E-146 3.7514600288566784E-146 2.3414296305073224E-146 3.3288296616114547E-146 3.830553054999285E-146 3.1246413901301044E-146 4.000383852901217E-146 1.0508494300278225E-146 1.9731515117249767E-146 3.7316850811084597E-146 3.6442384801871464E-146 3.933223820998613E-146 3.7316850811084597E-146 3.959824606127906E-146 2.711349448074184E-146 3.887777336120163E-146 3.2584650395442984E-146],[1.3336652729153527E-146 6.638244537869794E-146 5.369408907129615E-146 6.660158891305552E-146 6.236124490236702E-146 6.093192818407551E-146 3.166877426104722E-146 6.073730800311911E-146 6.612155834494019E-146 3.4070625549639E-146 5.06035047846795E-147 8.864870220367693E-147 6.674025969858412E-146 5.73648547692016E-146 6.67416588276561E-146 6.384255091665475E-146 5.0337668550147845E-146 6.623450845623213E-146 6.529223116211312E-146 6.18514558835607E-146 6.033713408915729E-146 6.434444345485049E-146 6.546954004244729E-146 2.435696431482248E-146 2.1418079314769897E-146 6.650475552304485E-146 4.846831595240753E-146 5.85863091693813E-146 5.631367222702883E-146 5.306174492257682E-146 5.810980708781775E-146 6.555373034997688E-146 5.786555189016513E-146 1.8316199595656035E-146 6.252433381427797E-146 3.902382717512204E-146 5.548049436019092E-146 6.384255091665475E-146 5.207735650216841E-146 6.667306421502029E-146 1.7514157167130374E-146 3.2885858528749613E-146 6.219475135180766E-146 6.073730800311911E-146 6.555373034997688E-146 6.219475135180766E-146 6.5997076768798435E-146 4.5189157467903065E-146 6.479628893533605E-146 5.430775065907164E-146]
16,0.6,1.2,deterministic,594,25.17653892308165,29.24653825668946,0.6439129627245574,1.665827174742183,100,594,24,[2.937539051332098E-133 8.094948602445894E-134 1.0124022942242832E-133 2.400161933176871E-133 1.654647254582179E-133 2.439331095253354E-133 1.2876012506424967E-133 2.0534139660068666E-133 3.506139248810332E-134 2.7703568522615808E-133 1.9583374010178807E-133 1.1078623732066045E-133 2.400161933176871E-133 1.4534092246989425E-133 2.701363150339867E-133 2.6755578738465753E-133 1.3721771564637E-133 1.747398971669452E-133 2.6929212270377046E-133 1.0764698932788337E-133 1.5314273552127447E-133 2.939215501369379E-133 1.1388351513280006E-133 8.094948602445894E-134 2.8728782034690475E-133 6.647793735440957E-134 2.8971844028578564E-133 2.78402914280277E-133 2.853997664833722E-133 2.5124148043105785E-133 2.546426987358274E-133 1.6306641034307971E-133 7.38118032582133E-134 2.5681959798335692E-133 2.476732009792652E-133 2.8034407756484333E-133 2.8971844028578532E-133 1.2586427404448873E-133 2.57881355649627E-133 2.78402914280277E-133 2.8384031243132103E-133 2.8384031243132103E-133 2.2364506796090833E-134 2.1073619497916216E-133 2.937539051332098E-133 2.034922912366389E-133 2.9496855776783998E-133 1.0124022942242832E-133 1.83524767691597E-133 2.638877887008139E-133],[4.89589841888683E-133 1.349158100407649E-133 1.6873371570404721E-133 4.000269888628118E-133 2.757745424303632E-133 4.065551825422257E-133 2.1460020844041612E-133 3.4223566100114445E-133 5.843565414683886E-134 4.617261420435968E-133 3.2638956683631344E-133 1.8464372886776743E-133 4.000269888628118E-133 2.422348707831571E-133 4.502271917233112E-133 4.4592631230776255E-133 2.2869619274395E-133 2.912331619449087E-133 4.488202045062841E-133 1.794116488798056E-133 2.5523789253545745E-133 4.898692502282299E-133 1.898058585546668E-133 1.349158100407649E-133 4.788130339115079E-133 1.107965622573493E-133 4.828640671429761E-133 4.64004857133795E-133 4.75666277472287E-133 4.1873580071842976E-133 4.244044978930457E-133 2.7177735057179955E-133 1.2301967209702216E-133 4.280326633055949E-133 4.127886682987754E-133 4.672401292747389E-133 4.828640671429755E-133 2.097737900741479E-133 4.29802259416045E-133 4.64004857133795E-133 4.7306718738553506E-133 4.7306718738553506E-133 3.7274177993484723E-134 3.5122699163193695E-133 4.89589841888683E-133 3.3915381872773153E-133 4.916142629464E-133 1.6873371570404721E-133 3.0587461281932833E-133 4.398129811680232E-133]
18,0.6,1.6,deterministic,615,22.435051578150777,39.67870965643919,-2.050221217161428,-1.8527045532335649,100,615,18,[5.3229434508715007E-138 6.013406553515838E-138 1.6980255815810013E-138 6.470575044412686E-138 5.847321123219355E-139 1.8524989356868392E-138 5.175303229176103E-138 4.54456594586722E-138 5.0489831008113734E-138 8.594633625779147E-139 6.363414480758459E-138 4.6229095073989205E-138 4.0725326995236143E-138 5.82984744905052E-138 6.24969951873131E-138 5.702559920359178E-138 4.338872401611755E-138 5.657130569959592E-138 2.3614466914710573E-138 6.457130689711596E-138 6.149894191862225E-138 6.34737673903333E-138 5.511471955031571E-138 5.610157911920936E-138 5.767867766980867E-138 2.2916476178439134E-138 1.1231337545052477E-138 5.378922765359661E-138 6.404696760626404E-138 2.8246045079833226E-138 2.1491962611501206E-138 5.633838844442581E-138 6.467318575041669E-138 2.761078367100939E-138 6.775692964222041E-139 2.2916476178439134E-138 6.0298807317796E-138 3.9309285418673093E-138 3.246155708348788E-138 5.82984744905052E-138 4.1637617503682635E-138 5.680036484240516E-138 6.17670213956488E-138 5.536744956638346E-138 5.561614524311306E-138 4.025973770137374E-138 5.1444211344041406E-138 4.504564081655515E-138 1.2086505751138261E-138 5.0812658807761987E-138],[8.871572418119168E-138 1.0022344255859731E-137 2.830042635968336E-138 1.078429174068781E-137 9.745535205365592E-139 3.087498226144732E-138 8.625505381960172E-138 7.574276576445367E-138 8.414971834685623E-138 1.4324389376298578E-138 1.0605690801264098E-137 7.704849178998201E-138 6.787554499206024E-138 9.7164124150842E-138 1.0416165864552185E-137 9.504266533931962E-138 7.231454002686259E-138 9.428550949932653E-138 3.935744485785096E-138 1.076188448285266E-137 1.0249823653103707E-137 1.0578961231722217E-137 9.185786591719285E-138 9.350263186534895E-138 9.613112944968112E-138 3.8194126964065224E-138 1.8718895908420794E-138 8.964871275599436E-138 1.0674494601044008E-137 4.7076741799722045E-138 3.5819937685835344E-138 9.389731407404301E-138 1.0778864291736116E-137 4.601797278501565E-138 1.1292821607036735E-138 3.8194126964065224E-138 1.0049801219632666E-137 6.55154756977885E-138 5.410259513914648E-138 9.7164124150842E-138 6.939602917280439E-138 9.466727473734193E-138 1.0294503565941468E-137 9.227908261063911E-138 9.269357540518844E-138 6.70995628356229E-138 8.574035224006901E-138 7.507606802759192E-138 2.0144176251897103E-138 8.468776467960332E-138]
19,0.6,1.8,deterministic,617,24.549307730118294,44.7110724541472,-0.9547707180382544,-2.7440222076580345,100,617,16,[2.2652313179157225E-138 1.466111771828501E-138 6.668996168472621E-139 2.176568117316402E-138 6.1128920936916045E-139 2.1648263592657013E-138 1.8407076988358653E-138 2.3117549945909836E-138 1.4151342750722313E-138 2.1587751671174594E-138 2.3245670482961742E-138 2.1129689165056775E-138 2.0987450816581874E-138 3.6308496934547294E-140 2.3294558491979556E-138 3.73119150402603E-139 2.060893493822347E-138 1.4493505572494543E-138 7.99524689637722E-139 2.3292605097223804E-138 1.793873717255739E-138 1.805840519131276E-138 1.4151342750722313E-138 2.2188437904064767E-138 1.1478011912096583E-138 2.3294070159885668E-138 2.1059214349282438E-138 2.0529215713292987E-138 2.3011439901869305E-138 2.176568117316402E-138 2.3245670482961742E-138 1.7050921296430884E-138 2.2652313179157225E-138 2.2457868563970855E-138 2.316918374336162E-138 1.9364121955294779E-138 1.7817316708345813E-138 2.1986319559333607E-138 9.473165492437777E-139 2.3282346870150008E-138 2.1648263592657013E-138 3.0940681052804926E-139 3.6308496934547294E-140 1.1891526127239823E-138 1.2685868983960458E-138 2.2457868563970855E-138 1.793873717255739E-138 2.2188437904064767E-138 2.3211873134990446E-138 2.3135758720029706E-138],[3.7753855298595375E-138 2.4435196197141685E-138 1.1114993614121035E-138 3.6276135288606703E-138 1.0188153489486008E-138 3.6080439321095024E-138 3.067846164726442E-138 3.852924990984973E-138 2.3585571251203856E-138 3.597958611862433E-138 3.874278413826957E-138 3.521614860842796E-138 3.497908469430312E-138 6.051416155757883E-140 3.882426415329926E-138 6.21865250671005E-139 3.4348224897039116E-138 2.4155842620824242E-138 1.3325411493962032E-138 3.8821008495373006E-138 2.9897895287595647E-138 3.009734198552127E-138 2.3585571251203856E-138 3.6980729840107947E-138 1.9130019853494306E-138 3.8823450266476114E-138 3.50986905821374E-138 3.421535952215498E-138 3.835239983644884E-138 3.6276135288606703E-138 3.874278413826957E-138 2.841820216071814E-138 3.7753855298595375E-138 3.742978093995143E-138 3.8615306238936034E-138 3.2273536592157966E-138 2.9695527847243024E-138 3.664386593222268E-138 1.5788609154062963E-138 3.8803911450250014E-138 3.6080439321095024E-138 5.156780175467488E-139 6.051416155757883E-140 1.9819210212066372E-138 2.114311497326743E-138 3.742978093995143E-138 2.9897895287595647E-138 3.6980729840107947E-138 3.8686455224984076E-138 3.8559597866716176E-138]
17,0.6,1.4,deterministic,659,22.552477671529378,35.939393428381614,2.0694052978293684,0.817316994745022,100,659,21,[9.800567395130103E-148 1.1141898817763534E-147 6.288349885880203E-148 8.075300373394822E-148 7.733556036380354E-148 5.523561415862429E-148 2.5264389652748806E-148 1.48895778600531E-148 8.331883425343613E-148 2.093899243101689E-148 1.0266306979399157E-147 9.84025022618395E-148 1.0474294471793404E-147 9.318592601528641E-148 8.20541150324258E-148 1.1062118207934978E-147 7.055366797170708E-148 8.912335575987877E-148 6.554504450456975E-148 2.80515646649172E-148 1.0266306979399157E-147 1.1062118207934978E-147 6.378271787026239E-148 1.0266306979399157E-147 4.32804869681916E-148 5.214845666567648E-148 7.873130075978253E-148 1.0981728760090848E-147 5.916264020192076E-148 9.84025022618395E-148 1.01343215810294E-147 3.597414870635655E-148 1.0474294471793404E-147 9.17199526979775E-148 8.746996121874607E-148 4.2103392181216735E-148 1.0446329948651777E-147 7.873130075978253E-148 6.466984949699166E-148 3.469792983727816E-148 7.803829754677654E-148 7.367185664824332E-148 7.055366797170708E-148 1.1157026444214545E-147 6.640845106807655E-148 1.0950943174902693E-147 9.63509279080273E-148 9.018545110957411E-148 6.466984949699166E-148 1.0234224148882414E-147],[1.6334278991883505E-147 1.8569831362939224E-147 1.0480583143133672E-147 1.3458833955658036E-147 1.2889260060633924E-147 9.205935693104049E-148 4.210731608791468E-148 2.4815963100088503E-148 1.388647237557269E-147 3.489832071836149E-148 1.7110511632331928E-147 1.6400417043639918E-147 1.7457157452989006E-147 1.5530987669214403E-147 1.3675685838737635E-147 1.8436863679891632E-147 1.1758944661951182E-147 1.485389262664646E-147 1.0924174084094959E-147 4.6752607774862E-148 1.7110511632331928E-147 1.8436863679891632E-147 1.0630452978377066E-147 1.7110511632331928E-147 7.213414494698599E-148 8.691409444279413E-148 1.3121883459963756E-147 1.830288126681808E-147 9.86044003365346E-148 1.6400417043639918E-147 1.6890535968382332E-147 5.995691451059425E-148 1.7457157452989006E-147 1.528665878299625E-147 1.4578326869791013E-147 7.017232030202789E-148 1.741054991441963E-147 1.3121883459963756E-147 1.0778308249498612E-147 5.782988306213027E-148 1.3006382924462756E-147 1.227864277470722E-147 1.1758944661951182E-147 1.8595044073690908E-147 1.1068075178012757E-147 1.8251571958171155E-147 1.6058487984671217E-147 1.5030908518262353E-147 1.0778308249498612E-147 1.7057040248137357E-147]
20,0.6,2,deterministic,729,26.04813767801518,54,-0.7711679013850761,1.455123134165904,100,729,14,[3.9377483863531045E-164 2.6014438952436085E-163 1.3472095950740483E-163 1.7483769550101186E-163 1.8583359342973537E-163 9.871671839807649E-164 2.9308634917436304E-163 7.466143583265586E-164 3.0700641945608085E-163 3.061286030851141E-163 2.462241868007204E-163 2.4985648542276807E-163 1.6323253080181852E-163 1.3133475105209835E-163 1.3472095950740483E-163 2.3266708756839E-163 1.413582880903432E-163 1.478195241741639E-163 3.061286030851141E-163 2.2854238938863043E-163 2.984693462688336E-163 3.275836590087794E-163 3.278997730044572E-163 2.8346344601765686E-163 1.3806193454661247E-163 2.85989461594783E-163 1.1003190197941985E-163 3.3071643983818436E-163 2.3667802469823664E-163 3.2214589399862483E-163 2.9936394190819832E-164 1.5278444537790632E-164 3.309389961224688E-163 1.1370299972468415E-163 2.3667802469823664E-163 1.6911325059696187E-163 9.871671839807649E-164 3.278997730044572E-163 1.71994754596588E-163 3.245325331118565E-163 2.154588789990482E-163 3.210857296656392E-163 2.9948991874703815E-163 3.2053275417306343E-163 8.28981077327328E-164 9.48419578951781E-164 3.311683383851724E-163 3.004921639637832E-163 6.187900286832147E-164 1.71994754596588E-163],[6.562913977255175E-164 4.3357398254060143E-163 2.245349325123414E-163 2.9139615916835314E-163 3.097226557162256E-163 1.6452786399679415E-163 4.8847724862393847E-163 1.2443572638775976E-163 5.116773657601348E-163 5.102143384751902E-163 4.103736446678673E-163 4.164274757046135E-163 2.7205421800303087E-163 2.1889125175349727E-163 2.245349325123414E-163 3.8777847928065E-163 2.3559714681723867E-163 2.4636587362360647E-163 5.102143384751902E-163 3.8090398231438406E-163 4.97448910448056E-163 5.4597276501463235E-163 5.464996216740954E-163 4.724390766960948E-163 2.3010322424435413E-163 4.766491026579718E-163 1.8338650329903308E-163 5.511940663969739E-163 3.944633744970611E-163 5.369098233310414E-163 4.989399031803305E-164 2.5464074229651053E-164 5.515649935374479E-163 1.8950499954114025E-163 3.944633744970611E-163 2.8185541766160313E-163 1.6452786399679415E-163 5.464996216740954E-163 2.866579243276467E-163 5.408875551864275E-163 3.590981316650803E-163 5.3514288277606535E-163 4.991498645783969E-163 5.342212569551058E-163 1.3816351288788802E-163 1.5806992982529684E-163 5.5194723064195403E-163 5.00820273272972E-163 1.0313167144720245E-163 2.866579243276467E-163]
22,0.9,0.4,deterministic,1159,25.27204245307223,13.617635624439362,2.890401286020742,-3.8810447826782397,100,1159,77,[4.0692863026338935E-55 6.051385380087365E-55 2.7103274092441246E-55 6.473503610730737E-55 6.2137384841947694E-55 6.255699460670823E-55 5.869519286434396E-55 6.599400208835502E-55 6.659721027241701E-55 6.473503610730737E-55 5.001115016196755E-55 5.994966618948388E-55 4.8593205850429514E-55 2.0091409875174335E-55 4.649536218496937E-55 6.387504879532631E-55 6.427906902230054E-55 5.869519286434396E-55 6.64355071586969E-55 6.610186714204857E-55 5.9133254402729464E-55 2.1618824300652043E-55 5.462730847181203E-55 6.718702231612484E-55 2.833575008558797E-55 4.213329651450202E-55 6.701228690598953E-55 5.494899467521229E-55 4.4122859799282265E-55 6.718702231612484E-55 6.1207921090006534E-55 6.717636064831715E-55 6.588026798322797E-55 6.655867757467372E-55 6.3768214286889515E-55 6.242025670467064E-55 6.051385380087365E-55 6.716466874746803E-55 6.686200040925848E-55 6.694215229891979E-55 6.686200040925848E-55 6.343291656672296E-55 6.691656007755672E-55 6.437447868647561E-55 4.5929771879584436E-55 6.699000720290208E-55 6.670543554466128E-55 6.710751184974795E-55 6.529075882209376E-55 6.051385380087365E-55],[4.52142922514877E-55 6.723761533430405E-55 3.011474899160138E-55 7.192781789700819E-55 6.904153871327522E-55 6.950777178523137E-55 6.5216880960382175E-55 7.332666898706113E-55 7.399690030268556E-55 7.192781789700819E-55 5.556794462440839E-55 6.661074021053764E-55 5.399245094492168E-55 2.2323788750193707E-55 5.1661513538854856E-55 7.097227643925145E-55 7.142118780255615E-55 6.5216880960382175E-55 7.381723017632989E-55 7.344651904672063E-55 6.570361600303273E-55 2.402091588961338E-55 6.0697009413124474E-55 7.465224701791649E-55 3.148416676176441E-55 4.681477390500224E-55 7.44580965622106E-55 6.105443852801365E-55 4.902539977698029E-55 7.465224701791649E-55 6.800880121111837E-55 7.46404007203524E-55 7.320029775914219E-55 7.395408619408191E-55 7.085357142987724E-55 6.935584078296738E-55 6.723761533430405E-55 7.462740971940892E-55 7.429111156584275E-55 7.438016922102198E-55 7.429111156584275E-55 7.048101840746995E-55 7.435173341950746E-55 7.152719854052845E-55 5.103307986620493E-55 7.443334133655786E-55 7.411715060517919E-55 7.45639020552755E-55 7.254528758010418E-55 6.723761533430405E-55]
